symbol,price,sma_120,sma_22,atr_pct,dollar_vol_m
AU,83.38,62.56,79.31,4.24,10.84
FTI,46.52,38.15,44.04,2.48,10.8
SU,44.76,40.65,43.83,1.91,10.79
RL,357.14,308.83,340.02,2.62,10.71
TKO,200.86,184.27,186.36,2.49,10.65
WWD,301.12,254.17,274.18,3.08,10.63
FLEX,61.21,55.46,59.57,4.04,10.49
NTAP,115.97,112.31,110.86,2.98,10.47
PR,14.86,13.51,13.74,2.86,10.43
WCC,271.41,219.15,258.6,2.78,10.4
TSN,56.12,54.58,54.8,2.2,10.39
JBL,218.62,213.17,207.54,3.01,10.33
TECK,44.87,38.93,41.8,3.36,10.32
APA,26.73,22.0,24.4,3.88,10.29
ALGN,156.87,151.35,141.45,2.94,10.28
SYF,80.39,72.13,74.95,2.37,10.24
PLNT,109.38,104.08,105.7,2.36,10.17
TEM,76.3,74.59,73.03,5.3,10.11
MTSI,186.95,139.86,166.53,3.66,10.05
ENTG,88.15,85.12,79.75,4.35,10.04
H,156.62,145.26,154.77,2.59,10.0
NGD,7.82,6.04,7.32,5.03,9.99
IONS,81.81,57.44,76.09,3.1,9.97
MDGL,585.77,409.12,543.37,4.04,9.79
ZETA,18.56,17.91,18.3,5.21,9.73
MGM,35.39,34.97,33.09,2.97,9.73
FHN,22.83,21.85,21.75,2.22,9.72
AEO,24.18,14.75,18.8,4.08,9.69
CHRW,158.08,125.09,153.94,1.94,9.67
UTHR,484.15,376.85,469.22,1.96,9.66
INSP,139.98,98.94,101.55,5.73,9.49
PHM,127.89,121.91,121.08,2.5,9.42
ITUB,8.06,7.0,7.61,1.76,9.41
EPAM,201.48,165.64,181.23,2.52,9.38
CWAN,21.74,19.93,19.86,3.77,9.38
XP,19.86,18.06,18.73,3.72,9.37
ASND,208.57,192.96,206.22,4.06,9.27
OVV,42.29,39.84,39.35,3.01,9.23
COMP,10.4,8.11,9.64,4.06,9.2
TRP,54.8,51.01,53.56,1.55,9.2
AG,15.03,10.58,12.62,5.85,9.2
MTZ,219.12,190.37,201.79,3.75,9.2
BROS,60.86,60.46,55.62,4.33,9.17
VIK,67.57,59.43,62.03,3.25,9.11
CLF,12.76,10.98,11.43,4.83,8.96
ILMN,128.03,103.19,123.8,2.92,8.96
CFLT,23.36,21.8,22.67,4.14,8.89
AS,35.98,35.8,33.42,3.7,8.89
URBN,75.71,70.91,66.64,4.64,8.85
MOD,159.69,134.11,148.6,5.79,8.83
SATS,74.5,54.31,71.14,3.16,8.77
XPO,140.91,130.74,136.44,4.02,8.76
EXPD,150.52,122.86,141.97,1.79,8.76
FANG,159.49,143.73,148.06,2.79,8.74
AR,36.6,34.08,34.46,3.9,8.7
CADE,42.02,36.46,38.89,1.98,8.65
IOT,40.73,37.79,37.96,3.62,8.57
ADM,59.36,58.75,58.78,2.54,8.56
NVS,132.43,124.48,129.11,1.92,8.41
AGI,36.11,30.28,33.73,3.9,8.38
CLH,236.33,231.32,215.69,2.48,8.37
NTR,60.05,58.22,57.57,2.1,8.36
BHP,58.96,53.66,55.08,1.86,8.31
BNS,70.46,61.31,67.63,1.52,8.28
NUE,162.68,141.82,151.35,2.38,8.26
PEN,294.69,256.72,278.86,2.47,8.26
COGT,39.33,16.04,32.55,4.69,8.25
DOV,190.58,178.25,183.02,1.61,8.24
QSR,71.92,66.79,69.57,1.86,8.19
WST,281.65,252.99,272.89,2.48,8.16
CACI,605.43,513.23,598.07,2.5,8.12
EVR,328.11,308.87,310.14,2.76,8.09
COO,76.84,71.26,73.37,2.43,8.05
AER,139.91,121.17,134.08,1.76,8.02
MKSI,163.37,119.76,149.91,3.64,7.95
STLA,11.83,9.92,10.38,3.39,7.93
SITM,350.78,253.74,294.9,6.02,7.91
KTOS,77.71,69.92,74.45,4.87,7.88
ROIV,21.18,14.8,20.57,2.85,7.74
RVMD,78.5,47.23,69.48,3.37,7.73
WAB,213.96,199.47,205.17,1.77,7.66
BCS,23.41,20.18,21.9,1.97,7.65
NBIX,154.14,137.79,147.1,2.54,7.54
STLD,167.98,139.74,158.84,2.5,7.53
CBRE,161.32,153.59,155.4,1.84,7.48
SSNC,87.81,85.21,84.7,1.62,7.47
SAIA,328.04,294.55,281.12,3.69,7.46
EQX,13.96,9.34,12.64,4.19,7.43
SMTC,78.3,59.1,69.55,6.27,7.36
SEE,42.3,34.0,40.78,1.83,7.32
WPM,108.8,99.25,103.41,2.94,7.26
CASY,562.74,531.16,547.39,2.03,7.26
DY,354.57,275.78,317.19,4.39,7.2
FTV,53.4,51.41,51.9,1.66,7.15
IAG,15.16,10.36,13.77,4.66,7.12
FROG,61.93,48.0,58.85,3.83,7.12
RMBS,98.82,84.17,97.07,4.98,7.1
ATI,100.41,85.69,98.2,2.97,7.05
M,22.33,15.96,20.76,4.04,7.05
BLD,442.69,403.44,429.08,2.7,6.98
GFI,41.64,34.2,40.47,4.31,6.94
BTG,4.56,4.19,4.16,4.14,6.91
CX,10.98,8.92,10.37,2.37,6.9
ANF,95.53,85.46,78.5,5.26,6.88
FNV,202.98,186.62,197.22,2.69,6.88
CRL,183.93,164.38,171.72,3.29,6.86
LSCC,75.8,63.2,66.84,4.16,6.86
RGEN,165.48,134.14,157.24,3.32,6.8
RJF,162.67,162.48,158.12,1.93,6.79
KNX,50.92,43.87,45.12,2.8,6.73
RGLD,203.09,179.95,188.56,2.52,6.73
HII,316.27,277.3,311.51,2.27,6.67
PCOR,76.81,71.07,74.69,2.89,6.57
IVZ,25.21,21.37,23.75,3.08,6.52
JLL,327.43,289.71,309.71,2.54,6.5
TTEK,35.36,35.27,34.06,2.58,6.49
JKHY,180.39,164.61,167.69,1.61,6.46
SNX,154.59,148.35,150.58,2.01,6.45
PRU,110.24,104.97,106.62,1.7,6.44
STT,121.84,112.57,117.24,1.73,6.43
TTMI,72.84,52.0,66.63,6.66,6.42
TPG,60.84,57.45,56.71,2.66,6.42
WMS,150.09,134.68,146.91,2.24,6.4
BITF,3.11,2.32,3.11,9.6,6.4
AHR,49.96,41.95,48.95,2.21,6.39
RVTY,102.55,92.89,96.64,2.82,6.38
NVTS,9.46,8.06,8.49,7.9,6.33
GKOS,108.88,91.41,95.57,3.25,6.27
BILL,52.68,47.63,48.88,3.0,6.27
UUUU,16.32,12.96,15.09,7.4,6.26
RIG,4.42,3.3,4.12,4.64,6.25
LMND,76.77,53.69,73.0,7.01,6.24
FCNCA,1961.17,1898.41,1848.43,2.03,6.23
PTCT,77.8,59.23,76.57,4.32,6.13
AES,13.94,13.24,13.91,2.52,6.11
ALLY,42.41,39.74,39.75,2.49,6.1
UEC,14.18,11.0,12.16,6.57,6.09
TECH,63.54,56.36,61.01,2.93,6.08
BBIO,74.77,53.34,67.45,3.15,6.04
AGX,356.76,260.93,349.01,6.34,5.99
SCCO,140.01,112.76,132.31,2.93,5.94
IEX,178.94,169.09,169.47,1.63,5.9
HSIC,73.32,69.03,72.62,1.99,5.87
CNI,98.56,96.55,95.13,1.76,5.83
ONTO,159.52,117.23,136.81,3.95,5.82
HTHT,47.18,37.27,44.6,2.84,5.74
MTB,195.63,191.64,187.23,1.83,5.69
VKTX,38.57,31.57,36.74,5.62,5.69
AVY,174.99,171.65,172.21,1.71,5.69
PRAX,190.06,87.7,181.02,7.99,5.67
IRTC,181.56,165.68,177.74,3.95,5.66
TROW,105.72,103.31,101.62,1.97,5.6
CRSP,58.18,57.97,53.6,5.65,5.6
RNR,268.85,248.6,263.94,1.73,5.58
APG,38.97,36.65,37.68,2.16,5.58
NYT,64.03,57.78,63.07,1.55,5.56
TOL,141.1,130.5,134.12,2.63,5.56
GFS,37.56,35.57,34.64,3.0,5.55
NTES,139.72,139.45,139.23,2.77,5.54
ASX,15.18,11.69,14.77,3.06,5.54
COLB,28.28,25.59,27.13,2.63,5.53
GPOR,216.42,185.04,209.87,2.85,5.44
GIL,58.35,55.01,56.94,2.74,5.44
RRC,39.66,36.99,38.34,3.14,5.39
CM,90.52,77.89,85.5,1.63,5.37
LDOS,192.48,178.75,191.48,1.81,5.32
BRKR,48.38,37.86,44.24,3.64,5.3
KSS,22.6,14.45,18.85,6.62,5.29
AN,215.05,208.13,201.51,2.42,5.28
DB,36.03,34.1,35.85,2.35,5.26
G,46.02,42.94,43.67,1.72,5.23
AMKR,43.19,27.24,34.92,4.6,5.14
TERN,27.14,9.84,24.11,7.04,5.1
NOVT,117.38,116.66,110.01,3.09,5.08
PFG,85.9,80.72,83.78,1.95,5.04
LECO,243.99,231.71,230.99,1.56,5.02
CYTK,66.54,48.51,64.74,3.41,4.95
PL,12.95,9.58,12.02,5.84,4.88
MUSA,398.2,389.26,372.47,2.38,4.86
VFC,18.57,13.99,15.84,4.01,4.84
AMG,271.37,228.82,260.56,1.92,4.79
HAE,83.78,62.62,73.95,2.31,4.77
LAD,325.18,318.07,303.42,2.64,4.77
HBM,17.34,13.12,16.04,4.38,4.75
HMY,19.15,16.12,17.61,4.07,4.71
DTM,121.54,107.97,116.05,2.0,4.7
TMDX,138.6,121.2,129.61,5.68,4.64
ZIM,20.42,15.39,17.17,5.3,4.63
VTRS,10.77,9.92,10.61,2.26,4.63
GLOB,70.26,70.15,62.48,3.78,4.62
BOOT,198.26,175.59,185.29,3.3,4.61
HAS,81.86,76.82,79.02,2.05,4.59
ARWR,64.65,28.98,45.72,6.7,4.57
MTH,72.48,71.7,68.92,2.85,4.52
KEX,111.6,100.56,109.27,2.07,4.51
MAT,21.15,18.59,19.7,3.0,4.51
VSCO,41.58,26.68,37.35,5.11,4.5
SQM,60.67,44.4,57.04,4.92,4.49
EXK,8.7,6.67,8.0,7.11,4.45
YETI,42.42,35.03,38.33,3.17,4.42
VLY,11.52,10.2,11.0,2.51,4.4
SWK,72.2,71.05,67.89,2.99,4.38
NTRS,133.1,127.77,128.99,1.79,4.38
OSK,130.88,129.17,124.5,2.53,4.34
COMM,18.84,13.89,17.71,4.54,4.33
BBD,3.64,3.18,3.59,2.14,4.3
CMA,84.24,70.49,78.94,1.81,4.28
SANM,160.58,123.07,159.9,4.35,4.28
MGA,48.96,44.82,48.89,2.4,4.25
PSN,84.45,79.3,83.52,2.55,4.23
UGI,37.4,34.84,36.1,2.4,4.23
FLS,71.82,56.61,69.07,2.65,4.22
NVMI,320.57,290.27,305.26,4.05,4.22
BTU,29.51,21.87,28.36,4.45,4.21
EXEL,44.38,40.54,42.38,2.3,4.21
OLMA,27.64,8.69,17.5,12.29,4.2
QRVO,88.92,88.31,85.43,2.46,4.17
FLNC,23.32,11.81,18.73,8.22,4.16
WU,8.94,8.47,8.78,2.77,4.14
AEIS,214.33,167.26,207.83,3.67,4.13
TRMB,82.3,80.02,79.22,2.16,4.12
LOGI,119.1,104.38,115.41,2.52,4.09
AXSM,148.07,120.36,143.9,3.02,4.08
SRRK,45.17,34.76,36.75,6.15,4.05
DNN,2.84,2.38,2.53,4.63,4.03
NUVL,106.74,85.54,102.04,4.64,4.03
JEF,58.78,58.35,55.65,3.38,4.01
HXL,77.61,63.83,71.81,2.5,3.98
ERJ,64.49,55.43,60.99,2.72,3.97
CELC,105.86,50.93,90.41,4.64,3.92
DAR,36.56,33.72,34.47,3.62,3.91
UPWK,19.6,15.73,18.07,5.84,3.91
MFC,35.26,31.76,34.24,1.68,3.9
AYI,374.55,331.62,358.21,2.56,3.84
CRK,26.81,20.59,24.57,4.78,3.83
SF,124.6,113.02,120.38,2.32,3.8
RGA,192.71,191.34,188.81,1.74,3.79
PRIM,125.78,114.07,123.37,3.77,3.78
SLM,30.18,29.81,28.04,2.43,3.77
RDNT,81.11,69.41,79.4,3.43,3.77
FNB,16.95,15.76,16.14,2.17,3.75
ARQT,31.18,18.85,27.23,4.76,3.74
RBC,442.98,397.24,435.37,1.65,3.74
LW,59.74,57.23,58.98,2.22,3.73
MUFG,16.02,14.89,15.44,2.16,3.7
GVA,108.3,102.44,103.63,1.8,3.69
ABEV,2.58,2.32,2.51,1.8,3.68
COKE,165.57,124.71,155.93,1.66,3.68
DOCN,46.19,35.51,45.58,4.83,3.68
FNF,58.37,57.52,57.89,1.79,3.67
AVDL,21.36,14.85,21.09,3.02,3.66
SBSW,12.34,9.61,11.56,5.03,3.66
CNTA,29.56,20.13,26.71,4.5,3.65
RYTM,105.72,94.77,102.23,3.88,3.64
VIAV,17.5,12.56,17.22,3.55,3.62
SBRA,19.06,18.53,18.86,1.97,3.6
SKY,83.5,71.95,81.1,2.91,3.6
LAMR,132.48,123.79,128.33,1.57,3.58
CTRE,37.75,33.66,36.62,1.87,3.57
YUMC,46.58,45.17,46.57,2.1,3.56
FOX,60.19,54.0,58.89,1.94,3.56
ATAT,42.76,36.81,39.36,3.79,3.55
VIPS,19.92,17.43,19.31,3.11,3.55
ASAN,14.17,13.84,12.85,4.29,3.52
BIO,319.25,285.54,315.32,2.6,3.51
IBP,268.17,238.79,257.27,3.17,3.5
GLBE,40.66,34.71,37.48,3.8,3.48
ADMA,20.12,16.75,16.9,3.64,3.48
KRYS,221.82,167.0,208.42,2.41,3.46
CAMT,118.47,97.68,106.4,4.16,3.46
MPLX,55.93,51.0,53.07,1.6,3.46
SPR,39.42,38.79,36.21,2.37,3.43
REZI,34.23,32.91,32.49,3.98,3.42
RYAAY,64.99,61.24,64.45,2.57,3.42
CHDN,113.24,101.21,103.9,2.2,3.42
ALSN,90.45,87.23,84.15,2.2,3.41
LEA,108.93,102.94,106.74,2.48,3.4
HCC,82.64,61.48,77.85,3.22,3.4
TXT,83.11,81.45,81.6,1.51,3.39
POWL,337.12,280.81,332.96,5.79,3.37
BAP,277.47,248.97,256.73,2.67,3.37
LAC,5.44,4.26,4.97,6.68,3.33
ESI,26.27,25.1,25.96,3.3,3.31
ONB,22.42,21.6,21.06,2.51,3.31
BTSG,35.15,26.66,33.78,3.25,3.29
SNA,346.19,330.36,338.18,1.54,3.28
PTGX,87.34,65.08,84.56,2.6,3.28
OMF,64.95,58.31,60.47,2.39,3.25
BEAM,28.91,21.54,23.18,5.71,3.23
SUN,54.62,52.4,53.57,2.18,3.23
INDV,34.58,23.23,32.26,3.04,3.22
MUR,32.49,26.67,30.13,3.57,3.22
SPHR,82.78,55.59,78.21,3.58,3.2
CENX,30.83,25.01,29.04,4.02,3.2
DDS,681.72,547.3,632.24,3.25,3.19
NDSN,237.9,224.8,233.39,1.52,3.19
OSIS,270.97,239.81,269.1,3.78,3.19
NOV,16.31,13.52,15.32,3.35,3.18
HRI,141.78,129.32,133.94,3.88,3.18
BMO,126.67,120.13,123.83,1.63,3.18
AMPX,12.23,9.16,11.46,7.38,3.15
BTE,3.2,2.32,2.98,3.77,3.15
LBRT,19.68,13.3,17.22,4.74,3.15
UMC,7.86,7.29,7.39,2.37,3.13
QLYS,149.59,135.83,143.51,2.03,3.13
REVG,56.84,53.02,52.49,2.86,3.11
JBLU,4.64,4.62,4.33,3.91,3.11
WFRD,77.04,62.76,73.42,3.58,3.11
LNC,42.54,38.87,40.8,2.41,3.1
CPRI,27.68,20.64,23.3,3.59,3.1
DCI,94.34,78.57,87.52,1.95,3.09
HUN,10.02,9.84,8.91,4.78,3.09
AIT,259.06,256.42,253.5,1.99,3.09
SRPT,22.82,19.08,18.68,6.24,3.08
KGS,36.36,34.18,34.32,2.84,3.08
VOD,12.63,11.47,12.09,1.96,3.08
THO,102.06,100.8,102.04,4.13,3.06
CR,187.66,186.6,184.0,1.9,3.05
VRDN,32.43,20.67,29.22,3.63,3.05
IMAX,36.23,30.41,35.4,3.94,3.03
SHC,16.56,14.67,16.31,2.81,3.03
FRPT,61.99,59.66,55.77,3.07,3.03
LNTH,61.88,61.25,55.68,3.14,3.03
VERA,42.57,25.7,30.28,5.43,3.02
OPCH,29.9,28.9,29.05,2.68,3.0
PBA,39.25,38.02,38.26,1.63,2.98
TXG,18.18,13.46,16.74,5.95,2.97
SGML,9.99,6.39,8.13,14.86,2.94
UWMC,5.8,5.25,5.4,4.11,2.93
FSM,9.3,7.78,8.74,4.71,2.93
UBS,38.8,38.25,38.26,1.5,2.92
SBS,26.89,22.87,26.03,2.07,2.92
LEVI,22.19,21.1,21.1,2.64,2.92
ZION,55.72,54.05,52.17,2.29,2.91
ARRY,8.19,7.83,7.81,6.48,2.9
NXE,9.9,7.85,8.48,4.82,2.9
WGS,161.99,116.4,145.87,3.94,2.9
TDC,29.73,22.65,27.66,3.14,2.88
MT,42.66,35.71,40.5,2.1,2.88
WBS,62.04,58.28,57.93,2.27,2.88
BFH,71.99,61.25,64.81,2.78,2.87
ENS,146.44,108.58,137.43,2.6,2.87
LFUS,258.84,249.13,245.99,2.37,2.86
PB,70.24,67.69,67.56,1.84,2.86
ADPT,17.46,13.71,16.67,7.08,2.86
TEX,50.3,50.03,45.67,3.4,2.86
PAGS,10.37,9.23,9.78,4.43,2.85
FOLD,9.95,7.71,9.52,3.5,2.84
PPTA,25.72,19.23,23.24,5.98,2.84
TNDM,20.72,15.2,18.63,5.87,2.83
CRUS,121.96,115.54,119.23,2.2,2.82
REAL,14.22,9.06,13.41,4.79,2.82
R,180.04,176.1,170.09,1.99,2.81
