symbol,price,sma_120,sma_22,atr_pct,dollar_vol_m
TPR,111.9,104.89,105.53,3.13,18.44
APLD,29.35,19.93,26.75,9.22,18.1
KEY,18.76,18.06,17.85,2.15,17.79
CNQ,34.14,31.75,32.96,2.28,17.61
DVN,37.7,34.01,35.18,2.9,17.61
DKS,228.15,215.58,213.45,3.65,17.56
IQV,227.44,191.95,220.46,2.32,17.27
ALB,126.54,85.53,113.25,5.25,17.05
CDE,16.15,13.87,15.11,5.62,16.73
RIOT,15.63,15.18,15.56,7.92,16.38
BKR,50.5,45.0,48.56,2.78,16.33
ONDS,8.91,5.26,6.93,14.55,15.91
CCJ,89.48,81.4,88.77,4.33,15.82
LUV,35.69,32.57,32.85,2.91,15.8
EL,102.06,89.54,91.34,2.78,15.69
DLTR,112.96,103.54,104.82,3.26,15.42
MLM,616.07,599.83,609.64,1.7,15.37
PSX,139.79,130.01,137.13,2.64,15.25
CTSH,79.19,72.39,74.39,1.96,15.22
MMM,173.04,157.0,167.76,1.75,15.17
A,149.3,129.69,148.58,2.75,15.0
AEM,169.23,146.92,166.04,3.35,14.79
CLSK,14.46,12.94,13.26,8.8,14.65
TRGP,175.73,165.51,169.69,2.39,14.43
JAZZ,167.04,128.98,157.64,4.1,14.37
DG,109.98,107.26,103.34,2.35,14.32
ULTA,544.71,514.69,522.6,2.71,14.02
WAT,397.63,327.93,384.43,2.35,14.0
GSK,48.99,41.57,47.37,1.74,13.76
AKAM,87.98,78.42,85.4,2.41,13.7
OKE,74.89,74.45,69.67,1.9,13.68
PLD,129.16,114.48,125.48,1.62,13.62
PBR,12.8,12.47,12.71,1.95,13.5
ALL,208.52,202.1,207.36,1.54,13.47
BIIB,180.75,143.06,167.4,2.89,13.41
BK,113.09,103.29,109.6,1.83,13.31
GEHC,83.6,74.77,75.79,2.59,13.27
CFG,55.68,49.87,52.31,2.3,13.26
BTI,57.5,53.42,55.43,1.68,13.17
BP,37.23,33.86,36.23,1.68,13.07
EMR,134.91,133.93,130.71,2.45,12.93
FIVE,163.28,144.92,154.79,3.48,12.84
ASTS,61.5,56.23,60.81,7.94,12.82
EPD,32.12,31.46,31.75,1.56,12.78
PNC,198.02,191.91,186.38,1.92,12.76
INFY,17.65,17.2,17.0,1.84,12.66
KEYS,206.59,170.01,184.72,3.12,12.52
GH,105.96,65.18,100.69,4.75,12.4
VMC,292.6,285.37,288.75,1.73,12.34
PCAR,108.56,98.15,100.18,2.38,12.32
ODFL,150.96,147.9,136.3,3.07,12.28
SN,107.44,104.0,91.61,3.89,12.19
FTAI,171.05,150.32,162.25,4.59,12.13
JBHT,187.96,150.3,169.77,2.51,12.02
KGC,27.14,21.08,25.5,4.11,11.91
CVE,18.22,16.15,17.72,2.94,11.86
FOXA,66.47,59.44,65.38,1.91,11.53
CTRA,27.16,24.57,26.15,2.48,11.52
THC,211.32,186.24,203.45,2.98,11.5
GMED,87.74,62.62,81.88,2.54,11.45
ZM,85.57,79.65,83.12,3.33,11.34
ICLR,187.95,168.68,167.37,3.64,11.29
PAAS,44.42,34.17,38.69,4.67,11.28
RIO,74.28,64.37,70.54,1.66,11.11
AA,44.1,33.3,38.36,4.25,11.09
TKO,194.87,183.95,185.77,2.56,11.01
FTI,46.66,38.05,43.84,2.45,10.95
HL,17.35,10.0,14.64,5.62,10.93
WYNN,131.52,116.01,124.74,3.08,10.91
SU,44.69,40.62,43.6,2.0,10.79
MDGL,579.99,406.7,535.51,4.07,10.79
RL,357.91,308.03,338.09,2.63,10.77
AU,83.59,62.29,78.57,4.52,10.73
TSEM,116.04,65.34,97.73,5.52,10.62
TEM,74.9,74.55,73.6,5.51,10.59
ZETA,18.38,17.86,18.25,5.96,10.56
NGD,7.85,6.01,7.3,5.25,10.54
PLNT,108.38,104.02,104.9,2.75,10.47
WCC,270.51,218.33,258.15,3.02,10.47
PR,14.74,13.52,13.64,2.95,10.45
NTAP,114.67,112.18,110.91,3.01,10.45
WWD,291.58,253.59,272.38,3.18,10.43
APA,26.97,21.96,24.21,4.2,10.36
JBL,214.02,212.81,207.62,3.32,10.35
AME,199.27,186.05,195.68,1.54,10.34
SYF,79.14,71.96,74.65,2.44,10.25
TSN,56.82,54.57,54.6,2.19,10.23
H,161.37,145.05,153.86,2.43,10.21
PATH,14.88,13.03,14.01,4.46,10.19
ALGN,155.02,151.52,140.62,3.01,10.14
TECK,44.45,38.88,41.7,3.68,10.12
TWLO,128.12,115.36,126.69,3.6,10.1
MGM,35.54,34.94,32.94,2.97,10.02
IONS,81.77,57.05,75.72,3.34,10.0
RPRX,39.62,36.74,39.25,2.1,9.91
OVV,42.32,39.84,39.13,3.1,9.87
ENTG,86.28,85.01,79.9,4.61,9.87
CHRW,159.51,124.55,153.67,1.95,9.78
FHN,22.72,21.82,21.69,2.29,9.75
MTSI,183.25,139.38,164.86,3.87,9.66
UTHR,481.11,375.18,467.14,2.07,9.65
ILMN,127.96,102.85,123.43,2.95,9.63
BROS,61.26,60.52,55.33,4.48,9.52
CWAN,21.31,19.93,19.69,3.8,9.5
INSP,134.91,98.83,98.55,5.65,9.4
PHM,130.35,121.69,120.66,2.38,9.4
EPAM,199.9,165.38,179.42,2.48,9.39
ITUB,7.92,6.98,7.58,1.78,9.26
CLF,13.03,10.94,11.39,4.86,9.26
ADM,59.8,58.69,58.81,2.51,9.25
XP,19.24,18.06,18.66,3.8,9.24
COMP,10.5,8.08,9.53,4.04,9.22
TRP,53.69,50.96,53.34,1.56,9.21
EXPD,148.15,122.55,140.7,1.82,9.21
AEO,23.99,14.63,18.45,4.04,9.19
HST,17.67,16.61,17.35,2.04,9.14
CADE,41.85,36.36,38.69,2.03,9.09
VIK,67.54,59.26,61.71,3.39,9.06
AXTA,30.0,29.47,29.02,2.96,9.05
MTZ,218.18,189.89,201.0,3.95,9.05
FANG,158.47,143.69,147.24,2.84,8.96
AS,36.97,35.8,33.21,3.61,8.91
AG,15.7,10.53,12.51,5.54,8.88
SATS,74.0,53.83,71.18,3.18,8.85
URBN,79.18,70.85,66.01,4.22,8.82
CFLT,23.65,21.81,22.67,4.26,8.81
MOD,157.53,133.56,148.29,6.56,8.81
XPO,139.64,130.57,136.32,4.23,8.78
AR,36.4,34.12,34.3,3.95,8.76
AGI,35.8,30.21,33.51,4.05,8.54
NBIX,151.88,137.54,146.54,2.63,8.49
CCK,99.45,99.0,97.38,2.06,8.46
BNS,70.3,61.17,67.42,1.58,8.35
CLH,236.86,231.24,214.44,2.52,8.35
NVS,133.76,124.37,128.72,1.92,8.31
MKSI,163.34,119.14,149.09,4.06,8.28
STE,259.45,243.0,259.07,1.54,8.27
QSR,71.97,66.75,69.29,1.92,8.21
BHP,57.9,53.57,54.96,1.89,8.19
PEN,285.6,256.4,275.75,2.4,8.18
NTR,60.06,58.24,57.32,2.29,8.18
COGT,39.15,15.77,31.47,4.98,8.01
SSNC,86.48,85.14,84.55,1.62,7.99
WST,284.57,252.49,272.8,2.43,7.99
IOT,39.03,37.77,37.95,3.64,7.98
DOV,190.29,178.13,182.45,1.62,7.97
AER,138.18,120.97,133.67,1.73,7.91
WAB,213.54,199.37,204.76,1.93,7.88
EVR,328.14,308.14,308.87,3.03,7.87
CBRE,162.39,153.35,154.92,1.91,7.83
CRL,184.83,164.09,171.48,3.14,7.8
DBX,29.94,28.91,29.8,2.3,7.78
STLA,11.46,9.9,10.3,3.33,7.72
NUE,164.76,141.48,150.68,2.4,7.71
EQX,13.77,9.27,12.5,4.39,7.66
CX,10.88,8.89,10.33,2.5,7.63
ROIV,20.69,14.72,20.49,2.92,7.6
RVMD,77.68,46.91,68.61,3.38,7.53
IAG,15.02,10.29,13.6,5.03,7.47
COO,75.96,71.2,73.04,2.44,7.46
BCS,23.27,20.13,21.81,2.02,7.44
WPM,107.97,99.11,102.88,3.09,7.33
GFI,40.84,34.06,40.3,4.58,7.33
RMBS,98.02,83.84,97.38,5.68,7.32
SEE,42.48,33.9,40.4,3.05,7.29
CASY,555.07,530.69,545.15,2.06,7.27
SITM,346.34,252.56,292.07,6.12,7.27
SAIA,326.14,293.99,279.14,3.8,7.23
BLD,450.16,402.24,428.18,2.73,7.21
DY,352.74,274.76,314.1,4.56,7.18
BTG,4.49,4.19,4.14,4.31,7.17
PCOR,75.9,70.97,74.57,3.06,7.17
LMND,73.67,53.38,72.31,7.44,7.14
SMTC,73.46,58.77,69.04,6.55,7.12
FTV,53.45,51.55,51.75,1.66,7.11
BG,95.23,85.12,95.21,2.36,7.09
LSCC,75.1,62.97,66.71,4.26,7.08
M,22.46,15.87,20.65,4.07,7.05
JLL,329.47,288.96,308.46,2.61,7.04
STLD,171.54,139.46,158.29,2.51,7.02
RGLD,200.61,179.78,187.28,2.64,7.01
FROG,62.57,47.82,58.23,3.85,6.96
JKHY,176.08,164.6,166.34,1.57,6.92
ATI,98.36,85.56,98.12,3.14,6.92
FNV,202.87,186.36,196.53,2.79,6.91
TPG,60.65,57.36,56.44,2.73,6.77
ANF,99.58,85.28,77.35,4.86,6.73
RGEN,166.46,133.82,156.54,3.4,6.71
WMS,151.79,134.37,146.35,2.32,6.67
HSBC,72.0,66.27,70.92,1.52,6.58
TECH,63.84,56.25,60.91,2.83,6.53
KNX,50.72,43.8,44.8,2.87,6.49
SNX,154.04,148.09,150.51,2.01,6.48
RIG,4.44,3.29,4.1,4.84,6.4
NVTS,8.67,8.04,8.62,8.44,6.39
STT,120.88,112.36,117.01,1.85,6.38
IVZ,24.4,21.28,23.67,3.03,6.38
EXP,224.01,222.35,209.82,2.07,6.35
HSIC,72.91,69.01,72.22,2.03,6.34
LUMN,9.56,6.05,8.93,5.43,6.34
RVTY,103.26,92.81,96.21,2.71,6.26
TTMI,66.74,51.69,66.49,7.4,6.22
BILL,51.77,47.53,48.72,3.09,6.21
PRU,109.55,104.91,106.37,1.69,6.18
ALLY,41.75,39.69,39.61,2.57,6.16
BBIO,74.16,53.05,66.87,3.19,6.14
ONTO,158.13,116.69,135.55,4.16,6.14
AHR,50.31,41.83,48.76,2.16,6.12
NYT,64.19,57.71,62.75,1.63,6.12
GKOS,107.5,91.32,94.59,3.46,6.11
SYM,73.24,55.81,67.92,10.35,6.08
FCNCA,1938.02,1897.44,1842.18,2.05,6.08
SCCO,138.6,112.38,132.23,3.08,6.06
ERIC,9.68,8.46,9.66,1.65,6.02
CNI,98.68,96.59,95.0,1.8,5.92
UEC,12.97,10.94,12.16,6.65,5.91
PRAX,186.34,86.48,180.65,7.72,5.89
HTHT,47.26,37.15,44.26,2.85,5.81
IEX,178.2,169.08,168.98,1.74,5.74
COLB,28.16,25.54,27.07,2.71,5.72
APG,38.74,36.73,37.53,2.28,5.72
TROW,105.05,103.19,101.44,1.99,5.68
ASX,15.4,11.64,14.81,3.11,5.67
RNR,265.92,248.4,263.36,1.73,5.59
GFS,38.1,35.56,34.55,3.17,5.59
IRTC,183.23,165.37,177.9,4.36,5.56
NTES,140.96,139.36,139.29,2.74,5.54
MTB,195.64,191.49,186.64,1.85,5.52
AVY,175.66,171.65,172.17,1.72,5.52
GPOR,217.9,184.87,208.88,2.82,5.5
KSS,22.94,14.33,18.57,6.55,5.47
PFG,85.94,80.63,83.65,2.0,5.46
G,45.2,42.92,43.31,1.73,5.43
RRC,39.9,37.0,38.21,3.14,5.43
BRKR,47.84,37.78,43.8,3.4,5.36
GIL,57.41,54.91,56.92,2.78,5.26
AGX,351.92,259.77,346.92,6.67,5.23
DB,35.98,34.03,35.86,2.49,5.23
TOL,142.72,130.22,133.77,2.58,5.19
AN,214.56,207.92,200.75,2.45,5.14
LECO,241.13,231.35,230.43,1.72,5.13
VTRS,10.84,9.9,10.6,2.28,5.06
TERN,27.48,9.64,23.51,6.83,5.03
AMG,271.61,228.07,259.87,1.94,4.93
AMKR,43.93,27.04,34.68,4.82,4.9
VFC,18.67,13.93,15.64,4.02,4.89
HAS,82.44,76.71,78.75,2.02,4.88
MUSA,390.32,389.29,371.1,2.41,4.88
CYTK,64.7,48.24,64.45,3.34,4.83
CROX,89.33,88.39,79.88,3.15,4.82
HBM,17.39,13.05,15.97,4.59,4.8
BOOT,201.31,175.25,184.98,3.11,4.77
AEIS,213.88,166.49,207.42,3.91,4.76
SWK,72.53,70.99,67.63,3.03,4.73
HAE,81.97,62.5,72.43,2.33,4.72
LAD,325.46,318.06,302.64,2.68,4.71
DTM,119.92,107.85,115.63,2.15,4.71
PNR,106.49,106.45,105.61,1.96,4.69
HMY,19.05,16.09,17.47,4.43,4.68
BKH,71.15,61.39,70.05,1.92,4.66
TMDX,140.21,121.24,128.98,5.56,4.64
MAT,21.24,18.57,19.58,2.97,4.64
VLY,11.5,10.18,10.97,2.66,4.59
FLS,70.94,56.4,69.07,2.71,4.57
BZ,21.63,21.31,21.28,3.22,4.54
KEX,112.8,100.55,108.94,2.24,4.5
EXK,8.92,6.64,7.97,6.85,4.5
MTH,74.65,71.63,68.62,2.73,4.5
YETI,43.12,34.93,37.92,3.21,4.49
QRVO,89.35,88.23,85.65,2.5,4.48
EXEL,44.0,40.52,42.09,2.43,4.46
NVMI,322.06,289.44,306.49,4.34,4.45
ZIM,19.86,15.37,16.94,5.33,4.43
MGA,49.5,44.72,48.9,2.46,4.39
COMM,19.0,13.78,17.59,4.79,4.38
ASO,49.98,49.51,45.68,3.72,4.34
CNTA,29.1,19.98,26.45,4.61,4.34
SQM,63.07,44.16,56.49,4.61,4.3
NTRS,132.21,127.56,128.73,1.93,4.3
CMA,83.16,70.24,78.58,1.91,4.29
BTU,29.44,21.74,28.38,4.72,4.28
SITE,134.04,130.58,128.35,2.66,4.27
DOCN,45.92,35.35,45.37,5.14,4.22
TRMB,82.35,79.93,79.1,2.52,4.21
VSCO,42.5,26.48,37.1,4.95,4.21
WU,9.06,8.46,8.79,2.78,4.18
ARWR,65.11,28.57,44.58,6.47,4.17
AXSM,147.8,119.99,143.34,3.14,4.15
UGI,37.65,34.83,35.92,2.39,4.12
DNN,2.7,2.37,2.53,4.76,4.11
FLNC,19.85,11.65,18.62,9.6,4.06
SRRK,43.53,34.66,36.0,6.25,4.04
LOGI,118.09,104.09,115.59,2.61,4.03
UPWK,19.73,15.69,17.89,5.72,3.99
HXL,75.42,63.64,71.56,2.4,3.99
OLMA,27.27,8.5,16.62,12.17,3.99
JEF,58.43,58.29,55.38,3.67,3.98
NUVL,106.84,85.3,101.41,4.63,3.98
ERJ,64.49,55.43,60.99,2.72,3.97
PI,164.09,162.9,160.6,5.42,3.96
IBP,269.66,237.93,255.99,3.3,3.95
PRIM,125.66,113.64,124.18,4.02,3.91
MFC,35.1,31.73,34.14,1.8,3.89
CELC,99.9,50.15,89.01,4.7,3.87
VIAV,17.52,12.49,17.22,3.89,3.85
DAR,36.59,33.72,34.3,3.69,3.84
CRK,26.8,20.58,24.22,4.92,3.84
RYAAY,65.7,61.16,64.45,2.59,3.84
FOX,59.36,53.91,58.76,2.03,3.83
LW,60.47,57.19,59.12,2.21,3.82
LAMR,132.19,123.68,127.75,1.7,3.81
RDNT,79.51,69.2,79.25,3.45,3.81
RBC,438.08,396.63,434.66,1.82,3.78
AYI,369.8,330.71,357.8,2.6,3.78
GVA,106.99,102.28,103.36,1.8,3.77
SLM,30.1,29.82,27.9,2.51,3.77
FNB,16.92,15.74,16.09,2.28,3.77
SKY,84.58,71.77,80.33,2.84,3.76
RYTM,104.64,94.41,102.59,3.82,3.76
SF,123.01,112.78,120.13,2.39,3.72
ABEV,2.62,2.32,2.5,1.75,3.69
FNF,58.19,57.5,57.75,1.8,3.68
MPLX,54.83,50.97,52.84,1.63,3.68
MUFG,15.82,14.87,15.4,2.16,3.68
COKE,164.33,124.23,154.35,1.9,3.67
ORI,44.16,40.02,43.58,1.94,3.66
SBSW,12.45,9.57,11.47,5.03,3.65
ADMA,19.7,16.75,16.69,3.79,3.65
KRYS,217.66,166.3,207.32,2.37,3.64
REZI,34.58,32.8,32.88,4.04,3.62
VIPS,19.74,17.39,19.2,3.2,3.62
ARQT,29.96,18.7,26.94,4.73,3.6
REXR,41.64,39.82,41.22,1.83,3.6
BIO,320.4,284.77,314.96,2.62,3.59
AVDL,21.36,14.75,20.98,3.05,3.59
SBRA,19.22,18.53,18.81,1.97,3.58
YUMC,47.26,45.14,46.45,1.98,3.57
CTRE,37.69,33.58,36.5,1.87,3.55
PCVX,47.67,37.36,46.14,4.29,3.54
GLBE,41.14,34.64,37.29,3.74,3.49
QLYS,149.1,135.74,142.39,2.28,3.48
ALSN,90.57,87.3,83.74,2.18,3.48
OMF,64.78,58.2,60.31,2.44,3.41
ASAN,14.43,13.83,12.85,4.04,3.4
HCC,82.99,61.18,77.25,3.52,3.4
ATAT,42.9,36.72,39.29,3.67,3.39
CAMT,117.11,97.28,106.62,4.24,3.38
SRPT,21.84,19.19,18.75,6.34,3.37
LEA,109.24,102.79,106.71,2.56,3.36
SPR,39.44,38.77,36.08,2.25,3.31
NOV,16.33,13.5,15.26,3.32,3.3
CHDN,111.56,101.06,103.23,2.2,3.29
BTSG,35.1,26.55,33.7,3.47,3.28
INDV,34.03,23.06,32.1,3.14,3.28
SPHR,81.42,55.22,77.47,3.73,3.27
LAC,5.25,4.23,4.95,7.27,3.27
TXT,83.74,81.41,81.46,1.55,3.27
PTGX,86.06,64.82,84.04,2.67,3.27
ALV,119.8,118.72,119.12,2.3,3.26
SUN,54.84,52.39,53.43,2.21,3.24
ONB,22.13,21.59,20.98,2.58,3.24
CPRI,27.38,20.54,22.99,3.54,3.23
MUR,32.99,26.61,29.91,3.6,3.23
REVG,56.53,52.91,52.29,2.82,3.22
SNA,344.11,330.06,337.78,1.56,3.22
POR,49.33,43.65,49.25,1.56,3.2
CENX,30.94,24.91,29.03,4.12,3.18
NDSN,238.55,224.61,233.02,1.57,3.18
TDC,30.26,22.58,27.29,3.09,3.17
LBRT,19.19,13.25,17.16,5.07,3.16
OSIS,273.06,239.47,269.55,4.0,3.15
JBLU,4.7,4.62,4.31,3.84,3.14
BAP,263.11,248.46,255.94,2.72,3.14
CRUS,121.98,115.37,119.65,2.34,3.13
BTE,3.25,2.31,2.94,4.03,3.12
LNC,41.93,38.78,40.71,2.49,3.12
WFRD,76.86,62.56,73.34,3.71,3.12
UMC,7.84,7.3,7.39,2.4,3.11
RRR,58.23,57.58,56.76,2.9,3.11
BMO,126.76,119.96,123.75,1.53,3.1
DDS,685.28,544.96,628.7,4.44,3.1
BEAM,26.74,21.44,22.97,6.19,3.09
BXP,71.16,70.96,70.85,1.87,3.08
VOD,12.59,11.45,12.03,2.0,3.06
GXO,52.54,51.3,50.41,2.7,3.05
HUN,10.62,9.84,8.82,4.29,3.05
FSM,9.55,7.76,8.69,4.67,3.04
OPCH,30.26,28.91,28.89,2.57,3.03
EYE,28.54,25.06,25.85,4.25,3.03
VRDN,31.32,20.53,28.8,3.46,3.02
ENS,145.99,108.08,136.48,2.56,3.01
FRPT,62.22,59.76,55.51,3.24,3.01
KGS,35.26,34.17,34.33,2.78,3.0
BYD,82.57,82.42,80.75,1.82,3.0
AIT,260.78,256.14,253.24,2.06,2.99
PBA,38.81,38.01,38.19,1.67,2.99
HRI,143.81,129.09,133.66,3.96,2.98
UBS,38.84,38.19,38.23,1.58,2.97
BFH,71.09,61.07,64.42,2.86,2.96
UWMC,5.67,5.24,5.4,4.48,2.96
VERA,41.31,25.54,29.52,5.57,2.96
TXG,17.86,13.4,16.54,5.95,2.96
DCI,87.58,78.35,87.07,1.66,2.95
SBS,26.7,22.82,25.94,2.12,2.95
ZION,54.8,53.98,51.99,2.41,2.94
ORA,111.4,96.35,110.76,2.0,2.94
LEVI,22.44,21.05,21.0,2.63,2.93
WBS,62.11,58.19,57.7,2.35,2.93
TMHC,64.57,63.55,60.28,2.54,2.92
WGS,160.47,115.59,144.82,4.27,2.92
PB,70.12,67.67,67.39,1.84,2.91
SGML,10.01,6.35,7.92,14.75,2.91
MT,43.03,35.61,40.3,2.18,2.88
NXE,9.31,7.82,8.45,5.04,2.87
FOLD,9.79,7.67,9.47,3.48,2.86
LFUS,257.12,248.77,245.55,2.45,2.86
LSTR,138.84,131.52,128.55,2.19,2.85
GMAB,31.68,26.5,30.35,2.06,2.84
REAL,14.15,8.98,13.31,5.17,2.84
TNDM,19.94,15.2,18.35,6.0,2.81
PAGS,10.31,9.21,9.74,4.76,2.81
TKR,82.52,76.63,78.26,2.27,2.8
WK,92.1,79.42,89.66,2.16,2.8
CNX,40.4,32.45,36.88,2.43,2.8
SHC,16.84,14.63,16.31,2.7,2.79
PPTA,24.76,19.13,23.1,6.21,2.77
R,178.51,175.82,169.56,2.09,2.76
EBC,18.81,16.9,17.89,2.65,2.74
ADPT,17.18,13.65,16.67,6.99,2.73
ASH,58.27,51.43,51.38,3.38,2.72
LQDA,33.71,22.54,29.02,5.46,2.69
WAL,84.89,81.73,78.98,2.62,2.69
SSRM,21.44,18.56,21.28,4.76,2.67
MGY,23.49,23.47,22.63,2.68,2.66
YPF,37.25,31.56,36.97,3.94,2.62
LYG,5.15,4.47,4.84,2.35,2.56
OUT,23.36,18.47,21.37,2.64,2.56
PAA,17.72,17.47,16.92,1.67,2.54
PTEN,6.27,5.85,5.91,4.35,2.52
BANC,18.89,16.08,17.51,2.63,2.52
ATEC,21.22,15.05,20.49,3.44,2.5
BC,70.17,62.59,64.94,3.17,2.49
VNOM,39.79,37.95,37.11,2.8,2.48
