entry_price,atm_strike,otm_strike,spread_width,entry_debit,exit_value,cost,max_profit,max_loss,pnl,pnl_pct,reason,bars_held,dte,symbol,entry_time,atr,entry_rsi,entry_close,kc_lower,entry_slope,entry_adx,entry_reason,exit_time
165.63,165.63,166.8,1.17,0.38,1.54,37.93,78.77,-37.93,78.77,207.7,MAX_PROFIT,1,3,BABA,2025-11-03 15:30:00+00:00,0.78,20.7,165.72,167.7,-0.2785,92.1,"RSI=20.7, Close=$165.72 < KC_Lower=$167.70",2025-11-03 15:45:00+00:00
162.04,162.04,163.03,0.99,0.32,0.86,32.17,66.8,-32.17,53.87,167.5,BARS_STOP,10,3,BABA,2025-11-11 16:00:00+00:00,0.66,24.7,162.04,163.02,-0.2164,25.6,"RSI=24.7, Close=$162.04 < KC_Lower=$163.02",2025-11-11 18:30:00+00:00
158.07,158.07,159.16,1.09,0.35,0.35,35.31,73.34,-35.31,-0.76,-2.2,BARS_STOP,10,9,BABA,2025-11-12 14:45:00+00:00,0.72,17.9,158.12,160.16,-0.2209,28.8,"RSI=17.9, Close=$158.12 < KC_Lower=$160.16",2025-11-12 17:15:00+00:00
229.59,229.59,232.02,2.43,0.79,3.22,79.08,164.25,-79.08,164.25,207.7,MAX_PROFIT,1,9,NET,2025-11-05 14:45:00+00:00,1.62,23.8,229.7,232.43,-0.4025,32.9,"RSI=23.8, Close=$229.70 < KC_Lower=$232.43",2025-11-05 15:00:00+00:00
223.06,223.06,225.66,2.6,0.85,2.58,84.55,175.6,-84.55,173.57,205.3,MAX_PROFIT,7,8,NET,2025-11-06 16:00:00+00:00,1.73,24.9,222.63,224.64,-0.4728,30.6,"RSI=24.9, Close=$222.63 < KC_Lower=$224.64",2025-11-06 17:45:00+00:00
233.0,233.0,234.79,1.79,0.58,0.57,58.1,120.66,-58.1,-1.25,-2.2,BARS_STOP,10,9,NET,2025-11-12 15:00:00+00:00,1.19,24.3,232.3,234.14,-0.307,23.7,"RSI=24.3, Close=$232.30 < KC_Lower=$234.14",2025-11-12 17:30:00+00:00
225.38,225.38,227.37,1.98,0.64,2.34,64.36,133.68,-64.36,133.68,207.7,MAX_PROFIT,1,9,NET,2025-11-12 18:00:00+00:00,1.32,22.6,225.09,227.08,-0.4993,49.9,"RSI=22.6, Close=$225.09 < KC_Lower=$227.08",2025-11-12 18:15:00+00:00
223.99,223.99,225.87,1.89,0.61,1.82,61.39,127.5,-61.39,120.37,196.1,MAX_PROFIT,1,9,NET,2025-11-12 19:15:00+00:00,1.26,23.7,224.16,225.4,-0.3521,47.7,"RSI=23.7, Close=$224.16 < KC_Lower=$225.40",2025-11-12 19:30:00+00:00
222.4,222.4,224.55,2.15,0.7,0.68,69.78,144.93,-69.78,-1.7,-2.4,BARS_STOP,10,8,NET,2025-11-13 14:45:00+00:00,1.43,22.7,220.18,223.04,-0.2621,42.7,"RSI=22.7, Close=$220.18 < KC_Lower=$223.04",2025-11-13 17:15:00+00:00
215.98,215.98,218.3,2.32,0.76,0.74,75.54,156.9,-75.54,-1.84,-2.4,BARS_STOP,10,8,NET,2025-11-13 18:00:00+00:00,1.55,24.3,215.63,217.4,-0.4317,55.6,"RSI=24.3, Close=$215.63 < KC_Lower=$217.40",2025-11-13 20:30:00+00:00
208.3,208.3,210.99,2.69,0.87,2.66,87.42,181.56,-87.42,179.02,204.8,MAX_PROFIT,2,7,NET,2025-11-14 14:45:00+00:00,1.79,17.3,208.28,211.82,-0.424,58.9,"RSI=17.3, Close=$208.28 < KC_Lower=$211.82",2025-11-14 15:15:00+00:00
206.08,206.08,208.23,2.15,0.7,2.12,70.03,145.44,-70.03,141.55,202.1,MAX_PROFIT,1,3,NET,2025-11-17 14:45:00+00:00,1.44,24.7,205.54,208.98,-0.3367,32.0,"RSI=24.7, Close=$205.54 < KC_Lower=$208.98",2025-11-17 15:00:00+00:00
154.88,154.88,155.88,1.0,0.33,0.3,32.51,67.53,-32.51,-2.16,-6.6,BARS_STOP,10,3,DHI,2025-12-08 15:30:00+00:00,0.67,16.5,154.84,156.89,-0.3921,37.6,"RSI=16.5, Close=$154.84 < KC_Lower=$156.89",2025-12-08 18:00:00+00:00
85.35,85.35,86.14,0.79,0.26,0.25,25.69,53.35,-25.69,-0.7,-2.7,BARS_STOP,10,3,GLW,2025-11-04 15:15:00+00:00,0.53,24.8,85.33,86.28,-0.2014,60.6,"RSI=24.8, Close=$85.33 < KC_Lower=$86.28",2025-11-04 17:45:00+00:00
91.44,91.44,92.51,1.07,0.35,0.21,34.78,72.23,-34.78,-14.15,-40.7,BARS_STOP,10,7,GLW,2025-12-12 15:15:00+00:00,0.71,23.2,91.38,93.63,-0.2187,30.2,"RSI=23.2, Close=$91.38 < KC_Lower=$93.63",2025-12-12 17:45:00+00:00
283.0,283.0,285.14,2.13,0.69,2.82,69.26,143.86,-69.26,143.86,207.7,MAX_PROFIT,1,7,HUM,2025-10-31 13:45:00+00:00,1.42,17.0,283.13,283.63,-0.2513,99.2,"RSI=17.0, Close=$283.13 < KC_Lower=$283.63",2025-10-31 14:00:00+00:00
281.54,281.54,283.77,2.23,0.72,0.7,72.46,150.49,-72.46,-2.02,-2.8,BARS_STOP,10,7,HUM,2025-10-31 15:45:00+00:00,1.49,23.4,281.46,282.02,-0.3019,98.5,"RSI=23.4, Close=$281.46 < KC_Lower=$282.02",2025-10-31 18:15:00+00:00
274.34,274.34,276.39,2.05,0.67,2.7,66.57,138.27,-66.57,138.27,207.7,MAX_PROFIT,4,3,HUM,2025-11-03 14:45:00+00:00,1.37,21.1,274.57,276.9,-0.315,93.6,"RSI=21.1, Close=$274.57 < KC_Lower=$276.90",2025-11-03 15:45:00+00:00
253.13,253.13,254.6,1.47,0.48,1.94,47.73,99.13,-47.73,99.13,207.7,MAX_PROFIT,1,3,HUM,2025-12-09 16:30:00+00:00,0.98,24.7,253.2,254.8,-0.2247,17.1,"RSI=24.7, Close=$253.20 < KC_Lower=$254.80",2025-12-09 16:45:00+00:00
259.06,259.06,262.43,3.37,1.09,3.31,109.39,227.2,-109.39,221.95,202.9,MAX_PROFIT,2,3,HUM,2025-12-16 16:45:00+00:00,2.24,21.6,258.93,263.83,-0.7329,38.0,"RSI=21.6, Close=$258.93 < KC_Lower=$263.83",2025-12-16 17:15:00+00:00
643.47,643.47,648.26,4.79,1.56,4.85,155.82,323.63,-155.82,323.63,207.7,MAX_PROFIT,1,3,SPOT,2025-11-03 16:30:00+00:00,3.2,24.6,644.34,647.11,-1.0244,91.0,"RSI=24.6, Close=$644.34 < KC_Lower=$647.11",2025-11-03 16:45:00+00:00
623.72,623.72,632.49,8.77,2.0,10.54,200.0,676.98,-200.0,676.98,338.5,MAX_PROFIT,1,3,SPOT,2025-11-04 14:45:00+00:00,5.85,24.6,625.12,632.46,-0.9377,66.8,"RSI=24.6, Close=$625.12 < KC_Lower=$632.46",2025-11-04 15:00:00+00:00
201.1,201.1,203.33,2.23,0.73,2.19,72.54,150.66,-72.54,146.2,201.5,MAX_PROFIT,4,7,BA,2025-10-31 13:30:00+00:00,1.49,23.7,200.11,200.19,-0.2435,99.1,"RSI=23.7, Close=$200.11 < KC_Lower=$200.19",2025-10-31 14:30:00+00:00
198.29,198.29,199.32,1.03,0.33,1.08,33.39,69.35,-33.39,69.35,207.7,MAX_PROFIT,3,3,BA,2025-11-04 18:15:00+00:00,0.68,24.0,198.29,199.41,-0.2376,39.7,"RSI=24.0, Close=$198.29 < KC_Lower=$199.41",2025-11-04 19:00:00+00:00
195.51,195.51,196.59,1.08,0.35,1.43,35.03,72.75,-35.03,72.75,207.7,MAX_PROFIT,1,9,BA,2025-11-05 16:15:00+00:00,0.72,23.9,195.4,196.59,-0.213,24.6,"RSI=23.9, Close=$195.40 < KC_Lower=$196.59",2025-11-05 16:30:00+00:00
201.32,201.32,202.38,1.06,0.35,0.32,34.55,71.77,-34.55,-2.29,-6.6,BARS_STOP,10,3,BA,2025-12-09 18:00:00+00:00,0.71,24.2,201.5,202.49,-0.201,26.2,"RSI=24.2, Close=$201.50 < KC_Lower=$202.49",2025-12-09 20:30:00+00:00
312.4,312.4,314.16,1.76,0.57,1.81,57.32,119.04,-57.32,119.04,207.7,MAX_PROFIT,3,3,GOOGL,2025-12-08 18:00:00+00:00,1.18,23.1,312.44,313.63,-0.4157,34.3,"RSI=23.1, Close=$312.44 < KC_Lower=$313.63",2025-12-08 18:45:00+00:00
313.15,313.15,314.84,1.69,0.55,1.67,54.93,114.08,-54.93,111.93,203.8,MAX_PROFIT,3,3,GOOG,2025-12-08 18:00:00+00:00,1.13,21.1,313.14,314.48,-0.4187,34.3,"RSI=21.1, Close=$313.14 < KC_Lower=$314.48",2025-12-08 18:45:00+00:00
360.63,360.63,365.94,5.31,1.73,5.27,172.57,358.41,-172.57,354.73,205.6,MAX_PROFIT,6,3,ETN,2025-11-04 15:00:00+00:00,3.54,20.5,360.13,372.78,-1.4931,76.7,"RSI=20.5, Close=$360.13 < KC_Lower=$372.78",2025-11-04 16:30:00+00:00
348.68,348.68,351.43,2.75,0.9,0.84,89.5,185.89,-89.5,-5.93,-6.6,BARS_STOP,10,3,ETN,2025-11-17 15:45:00+00:00,1.84,24.3,349.0,349.66,-0.3613,37.3,"RSI=24.3, Close=$349.00 < KC_Lower=$349.66",2025-11-17 18:15:00+00:00
343.94,343.94,346.35,2.41,0.78,0.73,78.34,162.72,-78.34,-5.19,-6.6,BARS_STOP,10,3,ETN,2025-11-17 18:30:00+00:00,1.61,24.7,344.12,345.47,-0.4787,50.1,"RSI=24.7, Close=$344.12 < KC_Lower=$345.47",2025-11-18 14:30:00+00:00
338.51,338.51,340.95,2.44,0.79,2.59,79.26,164.62,-79.26,164.62,207.7,MAX_PROFIT,5,3,ETN,2025-11-18 14:45:00+00:00,1.63,22.7,338.44,340.6,-0.3179,57.2,"RSI=22.7, Close=$338.44 < KC_Lower=$340.60",2025-11-18 16:00:00+00:00
345.25,345.25,348.53,3.28,1.07,4.1,106.56,221.31,-106.56,221.31,207.7,MAX_PROFIT,2,3,ADBE,2025-12-15 15:15:00+00:00,2.19,23.7,345.42,350.05,-0.6606,19.0,"RSI=23.7, Close=$345.42 < KC_Lower=$350.05",2025-12-15 15:45:00+00:00
300.07,300.07,301.62,1.55,0.5,1.89,50.33,104.54,-50.33,104.54,207.7,MAX_PROFIT,3,3,ADSK,2025-12-08 16:45:00+00:00,1.03,23.7,300.2,302.48,-0.4041,21.2,"RSI=23.7, Close=$300.20 < KC_Lower=$302.48",2025-12-08 17:30:00+00:00
245.34,245.34,247.17,1.83,0.59,0.58,59.33,123.22,-59.33,-1.44,-2.4,BARS_STOP,10,8,CRM,2025-11-06 14:45:00+00:00,1.22,17.7,245.45,250.31,-0.2873,20.2,"RSI=17.7, Close=$245.45 < KC_Lower=$250.31",2025-11-06 17:15:00+00:00
256.43,256.43,257.99,1.56,0.51,0.36,50.82,105.55,-50.82,-14.88,-29.3,BARS_STOP,10,3,CRM,2025-12-15 15:00:00+00:00,1.04,23.1,256.57,259.46,-0.3514,15.5,"RSI=23.1, Close=$256.57 < KC_Lower=$259.46",2025-12-15 17:30:00+00:00
213.46,213.46,215.09,1.63,0.53,2.14,52.85,109.77,-52.85,109.77,207.7,MAX_PROFIT,5,3,EXPE,2025-11-03 15:15:00+00:00,1.08,24.4,213.5,216.26,-0.3987,93.4,"RSI=24.4, Close=$213.50 < KC_Lower=$216.26",2025-11-03 16:30:00+00:00
263.57,263.57,265.54,1.97,0.64,1.91,63.92,132.76,-63.92,127.47,199.4,MAX_PROFIT,3,7,EXPE,2025-11-14 16:45:00+00:00,1.31,24.0,264.0,264.64,-0.2883,35.8,"RSI=24.0, Close=$264.00 < KC_Lower=$264.64",2025-11-14 17:30:00+00:00
261.04,261.04,262.91,1.87,0.61,2.13,60.72,126.11,-60.72,126.11,207.7,MAX_PROFIT,2,7,EXPE,2025-11-14 19:15:00+00:00,1.25,21.3,260.85,262.08,-0.2999,42.1,"RSI=21.3, Close=$260.85 < KC_Lower=$262.08",2025-11-14 19:45:00+00:00
251.88,251.88,255.52,3.63,1.18,1.1,118.04,245.16,-118.04,-7.83,-6.6,BARS_STOP,10,3,EXPE,2025-11-17 18:00:00+00:00,2.42,24.6,252.26,256.87,-0.6035,31.3,"RSI=24.6, Close=$252.26 < KC_Lower=$256.87",2025-11-17 20:30:00+00:00
243.89,243.89,247.68,3.79,1.23,4.33,123.08,255.63,-123.08,255.63,207.7,MAX_PROFIT,1,3,EXPE,2025-11-17 20:45:00+00:00,2.52,22.0,243.59,246.41,-0.847,51.7,"RSI=22.0, Close=$243.59 < KC_Lower=$246.41",2025-11-18 14:30:00+00:00
122.78,122.78,123.67,0.89,0.29,0.27,29.02,60.27,-29.02,-1.92,-6.6,BARS_STOP,10,3,ABNB,2025-11-04 16:00:00+00:00,0.6,24.8,122.78,123.98,-0.2441,57.9,"RSI=24.8, Close=$122.78 < KC_Lower=$123.98",2025-11-04 18:30:00+00:00
117.53,117.53,118.31,0.78,0.25,0.86,25.27,52.48,-25.27,52.48,207.7,MAX_PROFIT,6,3,ABNB,2025-11-17 19:30:00+00:00,0.52,21.1,117.41,118.44,-0.2054,39.1,"RSI=21.1, Close=$117.41 < KC_Lower=$118.44",2025-11-18 14:30:00+00:00
126.67,126.67,127.6,0.93,0.3,1.24,30.33,62.98,-30.33,62.98,207.7,MAX_PROFIT,1,7,APO,2025-11-14 14:30:00+00:00,0.62,20.7,128.66,129.77,-0.2011,37.7,"RSI=20.7, Close=$128.66 < KC_Lower=$129.77",2025-11-14 14:45:00+00:00
126.72,126.72,127.92,1.2,0.39,0.36,38.87,80.73,-38.87,-2.58,-6.6,BARS_STOP,10,3,APO,2025-11-17 15:45:00+00:00,0.8,24.7,126.63,127.89,-0.2749,24.5,"RSI=24.7, Close=$126.63 < KC_Lower=$127.89",2025-11-17 18:15:00+00:00
124.39,124.39,125.37,0.98,0.32,0.3,31.93,66.31,-31.93,-2.12,-6.6,BARS_STOP,10,3,APO,2025-11-17 19:45:00+00:00,0.65,24.1,124.33,125.13,-0.2005,37.9,"RSI=24.1, Close=$124.33 < KC_Lower=$125.13",2025-11-18 15:45:00+00:00
557.64,557.64,562.08,4.44,1.44,5.87,144.28,299.66,-144.28,299.66,207.7,MAX_PROFIT,1,3,CAT,2025-11-04 14:45:00+00:00,2.96,23.0,558.78,565.13,-0.5392,72.2,"RSI=23.0, Close=$558.78 < KC_Lower=$565.13",2025-11-04 15:00:00+00:00
552.36,552.36,557.61,5.26,1.71,1.6,170.87,354.88,-170.87,-11.33,-6.6,BARS_STOP,10,3,CAT,2025-11-04 16:00:00+00:00,3.5,24.6,551.75,557.94,-1.3346,51.9,"RSI=24.6, Close=$551.75 < KC_Lower=$557.94",2025-11-04 18:30:00+00:00
562.16,562.16,566.58,4.42,1.44,1.4,143.79,298.64,-143.79,-3.5,-2.4,BARS_STOP,10,8,CAT,2025-11-13 15:30:00+00:00,2.95,23.3,561.96,567.07,-0.8648,24.3,"RSI=23.3, Close=$561.96 < KC_Lower=$567.07",2025-11-13 18:00:00+00:00
550.16,550.16,554.44,4.28,1.39,5.64,139.09,288.88,-139.09,288.88,207.7,MAX_PROFIT,9,8,CAT,2025-11-13 18:15:00+00:00,2.85,20.2,550.55,553.89,-0.91,47.5,"RSI=20.2, Close=$550.55 < KC_Lower=$553.89",2025-11-13 20:30:00+00:00
542.64,542.64,546.6,3.96,1.29,5.21,128.56,267.01,-128.56,267.01,207.7,MAX_PROFIT,4,3,CAT,2025-11-18 15:00:00+00:00,2.64,24.1,542.22,546.08,-0.6255,21.4,"RSI=24.1, Close=$542.22 < KC_Lower=$546.08",2025-11-18 16:00:00+00:00
601.01,601.01,606.83,5.82,1.89,6.97,189.16,392.87,-189.16,392.87,207.7,MAX_PROFIT,2,7,CAT,2025-12-12 16:30:00+00:00,3.88,24.5,602.36,609.62,-1.434,41.6,"RSI=24.5, Close=$602.36 < KC_Lower=$609.62",2025-12-12 17:00:00+00:00
593.07,593.07,598.89,5.82,1.89,5.57,189.07,392.67,-189.07,367.94,194.6,MAX_PROFIT,6,3,CAT,2025-12-15 14:45:00+00:00,3.88,23.4,593.78,598.41,-1.1214,32.9,"RSI=23.4, Close=$593.78 < KC_Lower=$598.41",2025-12-15 16:15:00+00:00
633.07,633.07,638.62,5.55,1.8,7.34,180.33,374.54,-180.33,374.54,207.7,MAX_PROFIT,1,3,META,2025-11-04 14:45:00+00:00,3.7,24.8,633.21,636.58,-0.8467,64.9,"RSI=24.8, Close=$633.21 < KC_Lower=$636.58",2025-11-04 15:00:00+00:00
608.32,608.32,612.94,4.62,1.5,1.48,150.3,312.17,-150.3,-2.69,-1.8,BARS_STOP,10,7,META,2025-11-07 14:45:00+00:00,3.08,22.1,608.35,616.16,-0.8077,35.1,"RSI=22.1, Close=$608.35 < KC_Lower=$616.16",2025-11-07 17:15:00+00:00
614.52,614.52,617.93,3.4,1.11,1.08,110.56,229.63,-110.56,-2.39,-2.2,BARS_STOP,10,9,META,2025-11-12 15:30:00+00:00,2.27,22.8,614.87,618.59,-0.7678,21.1,"RSI=22.8, Close=$614.87 < KC_Lower=$618.59",2025-11-12 18:00:00+00:00
596.22,596.22,599.78,3.56,1.16,4.71,115.84,240.58,-115.84,240.58,207.7,MAX_PROFIT,2,3,META,2025-11-17 20:15:00+00:00,2.38,24.7,596.11,598.41,-0.6954,37.5,"RSI=24.7, Close=$596.11 < KC_Lower=$598.41",2025-11-17 20:45:00+00:00
586.3,586.3,591.24,4.94,1.61,5.82,160.7,333.76,-160.7,333.76,207.7,MAX_PROFIT,3,3,META,2025-11-18 15:15:00+00:00,3.3,24.7,586.29,591.76,-1.2411,41.9,"RSI=24.7, Close=$586.29 < KC_Lower=$591.76",2025-11-18 16:00:00+00:00
656.25,656.25,659.61,3.36,1.09,3.55,109.29,226.98,-109.29,226.98,207.7,MAX_PROFIT,1,3,META,2025-12-09 14:45:00+00:00,2.24,18.1,656.62,662.45,-0.4382,28.4,"RSI=18.1, Close=$656.62 < KC_Lower=$662.45",2025-12-09 15:00:00+00:00
657.71,657.71,661.23,3.52,1.14,1.07,114.49,237.79,-114.49,-7.59,-6.6,BARS_STOP,10,3,META,2025-12-09 15:15:00+00:00,2.35,23.3,657.71,660.5,-0.9394,33.6,"RSI=23.3, Close=$657.71 < KC_Lower=$660.50",2025-12-09 17:45:00+00:00
649.83,649.83,653.07,3.24,1.05,3.21,105.4,218.91,-105.4,215.75,204.7,MAX_PROFIT,1,9,META,2025-12-10 14:45:00+00:00,2.16,23.2,649.12,652.76,-0.368,32.8,"RSI=23.2, Close=$649.12 < KC_Lower=$652.76",2025-12-10 15:00:00+00:00
314.92,314.92,316.41,1.49,0.48,0.47,48.47,100.68,-48.47,-1.18,-2.4,BARS_STOP,10,8,JPM,2025-11-13 16:00:00+00:00,0.99,24.9,314.89,316.44,-0.3453,31.1,"RSI=24.9, Close=$314.89 < KC_Lower=$316.44",2025-11-13 18:30:00+00:00
311.12,311.12,312.54,1.42,0.46,0.45,46.26,96.09,-46.26,-1.13,-2.4,BARS_STOP,10,8,JPM,2025-11-13 18:45:00+00:00,0.95,20.9,311.0,312.74,-0.3074,48.1,"RSI=20.9, Close=$311.00 < KC_Lower=$312.74",2025-11-14 14:45:00+00:00
303.44,303.44,305.87,2.43,0.79,3.22,79.0,164.08,-79.0,164.08,207.7,MAX_PROFIT,1,7,JPM,2025-11-14 15:15:00+00:00,1.62,20.1,303.58,307.02,-0.6089,64.1,"RSI=20.1, Close=$303.58 < KC_Lower=$307.02",2025-11-14 15:30:00+00:00
299.8,299.8,301.27,1.47,0.48,1.47,47.81,99.31,-47.81,98.98,207.0,MAX_PROFIT,8,3,JPM,2025-11-17 19:15:00+00:00,0.98,24.8,299.84,300.8,-0.2419,69.7,"RSI=24.8, Close=$299.84 < KC_Lower=$300.80",2025-11-18 14:45:00+00:00
306.22,306.22,308.79,2.57,0.84,0.78,83.67,173.78,-83.67,-5.55,-6.6,BARS_STOP,10,3,JPM,2025-12-09 18:00:00+00:00,1.72,16.8,306.18,311.31,-0.5903,40.2,"RSI=16.8, Close=$306.18 < KC_Lower=$311.31",2025-12-09 20:30:00+00:00
301.4,301.4,303.81,2.41,0.78,3.17,78.19,162.39,-78.19,162.39,207.7,MAX_PROFIT,4,3,JPM,2025-12-09 20:45:00+00:00,1.6,23.4,301.36,303.09,-0.4817,50.8,"RSI=23.4, Close=$301.36 < KC_Lower=$303.09",2025-12-10 15:15:00+00:00
170.46,170.46,172.5,2.04,0.66,1.96,66.29,137.68,-66.29,129.34,195.1,MAX_PROFIT,1,8,QCOM,2025-11-06 16:45:00+00:00,1.36,23.5,170.64,173.08,-0.5132,36.0,"RSI=23.5, Close=$170.64 < KC_Lower=$173.08",2025-11-06 17:00:00+00:00
170.17,170.17,171.44,1.27,0.41,0.38,41.18,85.53,-41.18,-2.73,-6.6,BARS_STOP,10,3,QCOM,2025-11-17 16:00:00+00:00,0.84,21.0,170.12,171.65,-0.2699,25.1,"RSI=21.0, Close=$170.12 < KC_Lower=$171.65",2025-11-17 18:30:00+00:00
168.49,168.49,169.49,1.0,0.33,0.3,32.57,67.65,-32.57,-2.16,-6.6,BARS_STOP,10,3,QCOM,2025-11-17 18:45:00+00:00,0.67,23.1,168.5,169.19,-0.2215,41.1,"RSI=23.1, Close=$168.50 < KC_Lower=$169.19",2025-11-18 14:45:00+00:00
162.57,162.57,164.16,1.59,0.52,1.7,51.79,107.57,-51.79,107.57,207.7,MAX_PROFIT,5,3,QCOM,2025-11-18 15:00:00+00:00,1.06,18.6,162.55,165.2,-0.3792,48.1,"RSI=18.6, Close=$162.55 < KC_Lower=$165.20",2025-11-18 16:15:00+00:00
97.51,97.51,98.37,0.86,0.28,0.96,27.94,58.03,-27.94,58.03,207.7,MAX_PROFIT,1,7,C,2025-11-07 16:15:00+00:00,0.57,19.5,97.56,98.77,-0.2026,36.2,"RSI=19.5, Close=$97.56 < KC_Lower=$98.77",2025-11-07 16:30:00+00:00
140.99,140.99,141.91,0.92,0.3,0.29,29.91,62.12,-29.91,-0.73,-2.4,BARS_STOP,10,8,BX,2025-11-13 15:15:00+00:00,0.61,21.0,140.99,142.7,-0.2634,28.8,"RSI=21.0, Close=$140.99 < KC_Lower=$142.70",2025-11-13 17:45:00+00:00
138.6,138.6,139.52,0.92,0.3,1.15,30.01,62.33,-30.01,62.33,207.7,MAX_PROFIT,6,8,BX,2025-11-13 19:00:00+00:00,0.62,20.9,138.54,139.21,-0.2213,53.2,"RSI=20.9, Close=$138.54 < KC_Lower=$139.21",2025-11-13 20:30:00+00:00
217.26,217.26,218.42,1.16,0.38,1.21,37.66,78.22,-37.66,78.22,207.7,MAX_PROFIT,6,8,COF,2025-11-06 16:45:00+00:00,0.77,24.5,217.44,219.09,-0.3239,23.6,"RSI=24.5, Close=$217.44 < KC_Lower=$219.09",2025-11-06 18:15:00+00:00
217.65,217.65,218.78,1.13,0.37,1.17,36.86,76.56,-36.86,76.56,207.7,MAX_PROFIT,3,8,COF,2025-11-13 18:45:00+00:00,0.76,23.0,217.56,218.95,-0.2206,27.1,"RSI=23.0, Close=$217.56 < KC_Lower=$218.95",2025-11-13 19:30:00+00:00
216.05,216.05,217.23,1.18,0.38,1.14,38.33,79.61,-38.33,75.91,198.0,MAX_PROFIT,1,8,COF,2025-11-13 20:30:00+00:00,0.79,23.1,216.0,217.11,-0.274,34.3,"RSI=23.1, Close=$216.00 < KC_Lower=$217.11",2025-11-13 20:45:00+00:00
212.52,212.52,214.39,1.87,0.61,2.29,60.86,126.4,-60.86,126.4,207.7,MAX_PROFIT,2,7,COF,2025-11-14 14:45:00+00:00,1.25,16.9,211.68,215.18,-0.3363,37.5,"RSI=16.9, Close=$211.68 < KC_Lower=$215.18",2025-11-14 15:15:00+00:00
209.46,209.46,210.9,1.45,0.47,0.44,47.12,97.87,-47.12,-3.12,-6.6,BARS_STOP,10,3,COF,2025-11-17 14:45:00+00:00,0.97,22.5,209.78,210.9,-0.2518,42.5,"RSI=22.5, Close=$209.78 < KC_Lower=$210.90",2025-11-17 17:15:00+00:00
205.81,205.81,207.17,1.36,0.44,0.41,44.3,92.02,-44.3,-2.94,-6.6,BARS_STOP,10,3,COF,2025-11-17 18:15:00+00:00,0.91,21.1,206.15,207.34,-0.2386,60.6,"RSI=21.1, Close=$206.15 < KC_Lower=$207.34",2025-11-17 20:45:00+00:00
